RowNumber,CustomerID,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,NetPromoterScore,SatisfactionSurveyScore,CustomerLoyaltyProgram,RewardPointsBalance,AutoRenewalEnabled,PaymentMethod,PaymentFailures,CustomerSupportTickets,IssueResolutionTime,ComplaintSeverity,RefundRequests,MobileAppUsage,WebPortalUsage,AvgSessionDuration,DeviceType,CompetitorWebsiteVisits,ChurnedFriends,MarketSentimentScore
13,15632264,Kay,-1.8158534567939049,0,0,34,1.7258733809489755,-1.222549805465863,0.8133836022641172,1,0,-1.2861449431692962,0,-78.0,2,1,-1.5918894262864425,0,0,-0.26507043739719427,-0.3245260436036968,0.203982556121607,1,1.288596430972779,0.6274339104001184,-0.6519383290276798,0.7249615575451234,3,0.02244422117486435,-0.947820166472222,0
14,15691483,Chin,-1.0569210390782324,0,0,25,-0.002523514142974041,-1.222549805465863,0.8133836022641172,0,0,1.5785415590978857,0,10.0,8,0,-1.1885529788149798,1,1,1.4810801837362864,-1.5976905077463144,-0.13053069534903144,3,-0.4672016569193415,-0.28516384381335075,0.37883072379921984,-0.24681152392390032,0,-0.5955425588459381,0.835363249116484,0
16,15643966,Goforth,-0.36036662829809485,1,1,45,-0.6938822721797538,1.0692545063745438,0.8133836022641172,0,1,-0.6236293178207661,0,-11.0,2,1,-0.10086130474889649,0,3,-0.8471206444416878,0.31205618846761196,1.1119470958276256,3,-0.4672016569193415,-0.004364534824591009,-1.2245878028204018,0.46582206915338376,3,-0.9045359488563394,0.24096877725358196,1
17,15737452,Romeo,0.024297747804369205,1,1,58,-1.3852410302165337,0.9007025166561666,-0.91227458746453,1,0,-1.6544767990557867,1,-99.0,4,0,-0.9151573971526225,0,3,-0.8471206444416878,-0.3245260436036968,0.6340710222981422,1,1.288596430972779,-1.4083610797683896,1.0660100923504863,0.5953918133492536,1,0.02244422117486435,-0.35342569460932,2
18,15788218,Henderson,-1.0569210390782324,2,0,24,1.3801940019305856,-1.222549805465863,0.8133836022641172,1,1,-1.4924650211172312,0,-51.0,5,0,-1.6455983174875393,0,3,-0.8471206444416878,-0.3245260436036968,-1.5641589159374818,2,0.4106973870267188,1.6804313191079674,-0.7664682237862243,0.5953918133492536,3,0.9494243912060681,0.24096877725358196,0
19,15661507,Muldrow,-0.6618603284865127,2,1,45,0.34315586487541583,-1.222549805465863,-0.91227458746453,0,0,1.0185944887767049,0,-41.0,6,0,-0.9428781151918982,1,3,0.31697976964729924,1.5852206526102295,-0.22610591005492814,1,0.4106973870267188,-0.004364534824591009,0.6078905133163086,0.5953918133492536,0,1.5674111712268706,1.429757720979386,1
20,15568982,Hao,0.7832301655200415,0,0,24,0.34315586487541583,-1.222549805465863,0.8133836022641172,1,1,-0.790766477764311,0,45.0,2,1,-0.5436997754263271,1,3,-0.26507043739719427,-1.5976905077463144,0.15619494876865866,3,-0.4672016569193415,-0.9871621162852501,-1.568177487096035,1.4375951506224074,3,0.6404310011956669,0.835363249116484,2
21,15577657,McDonald,0.8456081724555762,0,1,41,1.0345146229121955,-1.222549805465863,0.8133836022641172,1,1,1.2309501917900425,0,57.0,1,0,-1.614412509693354,1,0,1.4810801837362864,0.31205618846761196,-1.4207960938786368,2,-0.4672016569193415,0.27643477416416873,-0.6519383290276798,-0.31159639602183525,1,1.5674111712268706,-1.542214638335124,0
22,15597945,Dellucci,-0.15243993851297913,2,0,32,1.0345146229121955,-1.222549805465863,0.8133836022641172,1,0,0.6682579467476589,0,25.0,9,1,1.3631391167003557,0,3,-0.8471206444416878,-0.9611082756750056,-0.03495548064313474,3,1.288596430972779,0.06583529242259892,-1.568177487096035,1.6319497669162122,1,0.6404310011956669,1.429757720979386,1
23,15699309,Gerasimov,-1.462378084159208,2,0,38,-0.34820289316136394,-1.222549805465863,-0.91227458746453,1,0,0.3264045915734195,1,25.0,2,1,-1.1209837285942452,0,1,-1.4291708514861814,0.31205618846761196,-0.13053069534903144,2,-1.345100700865402,-0.49576332555492053,0.6078905133163086,-0.11724177972803049,1,0.3314376111852656,-0.947820166472222,0
24,15725737,Mosman,0.19063909963246176,0,1,46,-0.6938822721797538,-1.222549805465863,0.8133836022641172,0,1,-1.5954749483054231,0,83.0,8,0,0.4376136431640355,0,1,1.4810801837362864,1.5852206526102295,0.9207966664158322,1,-1.345100700865402,-1.2679614252740097,0.6078905133163086,0.012327964467839346,1,0.6404310011956669,1.429757720979386,1
25,15625047,Yen,2.030790304230736,0,0,38,-0.002523514142974041,-1.222549805465863,-0.91227458746453,1,1,1.522123371489363,0,51.0,4,1,-1.4009629807909305,1,0,0.31697976964729924,-1.5976905077463144,-0.9907076277021017,2,-0.4672016569193415,0.5572340831529284,-0.3083486447520466,-1.0242299890991193,1,-0.9045359488563394,1.429757720979386,1
26,15738191,Maclean,-0.7658236733790704,0,1,25,-0.6938822721797538,-1.222549805465863,0.8133836022641172,0,1,0.42377727732245873,0,60.0,3,0,0.6590328785027508,0,3,0.8990299766917927,-0.3245260436036968,0.15619494876865866,3,-0.4672016569193415,0.34663460141135866,0.49336061855776425,-0.8946602449032495,1,-0.2865491688355369,-1.542214638335124,0
27,15736816,Young,1.0951202001977152,1,1,36,-1.0395616511981438,0.9681577065626212,-0.91227458746453,1,1,1.2162571631770092,0,-51.0,1,0,1.1760242699352441,1,3,-0.26507043739719427,0.31205618846761196,-1.6597341306433786,2,-0.4672016569193415,-0.49576332555492053,-1.1100579080618573,0.20668258076164409,0,-0.9045359488563394,-0.35342569460932,0
28,15700772,Nebechi,-0.8282016803146052,0,1,44,1.3801940019305856,-1.222549805465863,0.8133836022641172,0,0,-1.0742937897988147,0,-87.0,5,1,0.02145636359940789,0,3,1.4810801837362864,-0.3245260436036968,-1.181858057113895,2,0.4106973870267188,1.2592323556248277,0.49336061855776425,-0.44116614021770506,1,1.2584177812164694,-0.35342569460932,1
29,15728693,McWilliams,-0.7970126768468379,1,0,43,-0.6938822721797538,1.0407532651622051,-0.91227458746453,1,1,0.0004905844301128577,0,-49.0,3,1,-0.6594337732403034,1,0,1.4810801837362864,0.9486384205389207,-0.7039819835844117,1,1.288596430972779,-0.3553636710605407,-1.1100579080618573,0.5306069412513187,1,-0.2865491688355369,-1.542214638335124,2
31,15589475,Azikiwe,-0.6202749905294894,2,0,39,-0.6938822721797538,-1.222549805465863,2.5390417919927644,1,0,0.7015683176498607,1,-77.0,10,1,-1.3202263895015398,1,0,-1.4291708514861814,-1.5976905077463144,-0.5606191615255666,1,0.4106973870267188,1.7506311463551572,-1.2245878028204018,-0.50595101231564,3,0.3314376111852656,-0.947820166472222,0
33,15750181,Sanderson,-1.0153357011212094,1,1,41,1.3801940019305856,0.5405846471927432,0.8133836022641172,0,0,-0.31780940485335873,0,-62.0,7,0,0.2809915862421274,1,3,0.31697976964729924,0.9486384205389207,-1.03849523505505,2,1.288596430972779,-0.14476418931897087,-0.8809981185447686,-1.0890148611970543,0,1.5674111712268706,1.429757720979386,1
35,15732963,Clements,0.7416448275630184,2,0,29,1.3801940019305856,-1.222549805465863,0.8133836022641172,1,1,0.7287831928150001,0,-2.0,2,0,-0.40648222113191196,1,1,0.31697976964729924,-1.5976905077463144,0.7296462370040389,2,-0.4672016569193415,-0.9871621162852501,-0.5374084342691354,0.5306069412513187,3,-1.2135293388667407,-1.542214638335124,1
37,15788448,Watson,-1.6703047739443238,2,1,31,-0.6938822721797538,1.1033734373738109,-0.91227458746453,0,1,0.24205029605743428,0,-77.0,8,0,-0.1552632139009752,0,3,0.8990299766917927,0.31205618846761196,-1.707521737996327,2,1.288596430972779,0.13603511966978885,0.035241039523586606,1.1784556622306679,1,-1.522522728877142,1.429757720979386,0
38,15729599,Lorenzo,1.5941442556819927,2,1,33,0.6888352438938058,0.0031550412553424303,-0.91227458746453,0,1,-0.029688063024848364,0,84.0,6,1,-0.0804172751949306,0,3,-0.26507043739719427,0.9486384205389207,0.7296462370040389,3,-1.345100700865402,-1.7593602160043393,0.035241039523586606,-0.37638126811977013,0,1.2584177812164694,0.24096877725358196,2
39,15717426,Armstrong,2.072375642187759,0,1,36,0.6888352438938058,-1.222549805465863,-0.91227458746453,1,1,-1.032879470976537,0,-26.0,2,0,0.8395640547335343,0,1,0.31697976964729924,-1.5976905077463144,0.7296462370040389,1,-0.4672016569193415,-0.8467624617908702,-0.7664682237862243,-0.1820266518259654,3,0.9494243912060681,1.429757720979386,1
41,15619360,Hsiao,-1.8574387947509279,2,1,40,-0.34820289316136394,-1.222549805465863,-0.91227458746453,1,0,-0.5222153617346744,0,14.0,5,0,0.49790620489946036,0,3,-0.8471206444416878,0.31205618846761196,-0.5606191615255666,1,0.4106973870267188,0.8380333921416881,-1.2245878028204018,1.4375951506224074,1,-0.2865491688355369,1.429757720979386,1
42,15738148,Clarke,-1.9302131361757184,0,0,51,1.0345146229121955,0.7392914490512213,-0.91227458746453,0,0,1.4121543489339425,1,60.0,3,0,0.6590328785027508,1,3,0.31697976964729924,0.31205618846761196,-1.6597341306433786,2,-0.4672016569193415,-1.19776159802682,-0.8809981185447686,0.8545313017409932,0,1.2584177812164694,0.24096877725358196,0
43,15687946,Osborne,-0.984146697653442,0,0,61,-1.0395616511981438,0.6575821158736987,-0.91227458746453,1,1,-0.10451978897918494,0,49.0,5,0,0.5588917845858671,0,3,1.4810801837362864,-0.9611082756750056,-0.2738935174078765,2,-1.345100700865402,-0.7765626345436802,0.7224204080748531,0.7897464296430583,0,0.3314376111852656,0.24096877725358196,0
44,15755196,Lavine,1.9060342903596663,0,0,49,-1.0395616511981438,0.8813547600624447,-0.91227458746453,0,0,1.6395951986511565,1,89.0,1,0,-0.7332401850198752,1,0,-1.4291708514861814,0.31205618846761196,-0.4172563394667215,2,-1.345100700865402,-1.6189605615099594,0.7224204080748531,1.048885918034798,1,-0.9045359488563394,1.429757720979386,1
45,15684171,Bianchi,0.0970720892291597,2,0,61,-0.002523514142974041,1.2742367756292503,-0.91227458746453,1,1,1.0125653032893596,0,33.0,9,0,-1.5534269300069474,0,1,0.8990299766917927,0.9486384205389207,-1.181858057113895,2,-0.4672016569193415,0.13603511966978885,0.035241039523586606,1.1784556622306679,1,-0.5955425588459381,-0.35342569460932,0
46,15754849,Tyler,1.3030468899828307,1,0,32,-0.34820289316136394,0.5295137120212118,0.8133836022641172,1,1,0.4587454044675729,0,89.0,1,0,-0.7332401850198752,1,3,-1.4291708514861814,-1.5976905077463144,-0.895132412996205,2,0.4106973870267188,-1.6189605615099594,0.7224204080748531,1.048885918034798,1,-0.2865491688355369,0.835363249116484,0
47,15602280,Martin,1.8540526179133874,1,0,27,1.3801940019305856,0.5715381435381,-0.91227458746453,1,1,0.3402354128974883,1,21.0,2,0,-0.9279782292457875,1,0,-0.26507043739719427,-1.5976905077463144,-1.181858057113895,3,-1.345100700865402,-0.6361629800493004,-0.8809981185447686,0.6601766854471884,0,0.6404310011956669,0.835363249116484,2
48,15771573,Okagbue,-0.14204360402372335,1,0,39,1.3801940019305856,0.9846207208464206,-0.91227458746453,1,1,0.3039403845874438,1,-15.0,10,0,-1.0385145924273997,0,1,-0.26507043739719427,0.9486384205389207,-0.7995571982903084,2,-0.4672016569193415,-0.9871621162852501,-0.5374084342691354,0.5306069412513187,3,0.3314376111852656,0.835363249116484,0
49,15766205,Yin,-1.0465247045889767,1,1,38,-1.0395616511981438,0.43296467259374755,-0.91227458746453,0,1,-0.16153093989685216,0,76.0,7,1,0.9514864538171103,0,1,1.4810801837362864,0.31205618846761196,0.7774338443569871,2,1.288596430972779,-1.5487607342627694,1.524129671384664,0.4010371970554488,1,-0.5955425588459381,0.24096877725358196,2
50,15771873,Buccho,1.3030468899828307,1,0,37,-1.0395616511981438,0.43901468943644795,0.8133836022641172,1,0,1.634954525426903,0,71.0,5,0,0.11570680493294554,1,3,-1.4291708514861814,0.31205618846761196,-1.6597341306433786,2,-0.4672016569193415,-1.5487607342627694,0.7224204080748531,0.6601766854471884,1,-1.2135293388667407,-0.35342569460932,2
51,15616550,Chidiebele,0.49213279982087954,1,1,44,1.7258733809489755,0.6406736446013218,0.8133836022641172,1,0,1.7038761110666134,0,-43.0,8,1,1.5162960838673543,1,0,-0.26507043739719427,-0.3245260436036968,1.0641594884746772,1,-1.345100700865402,-0.6361629800493004,1.295069881867575,1.5671648948182773,0,-1.522522728877142,0.24096877725358196,0
52,15768193,Trevisani,-0.6826529974650242,1,1,36,-0.002523514142974041,1.1160348557471882,0.8133836022641172,0,0,-0.23904187840797533,0,-81.0,4,1,-0.1611538664843213,1,0,-0.8471206444416878,1.5852206526102295,-0.03495548064313474,1,-1.345100700865402,-1.4083610797683896,0.37883072379921984,0.7897464296430583,0,0.02244422117486435,-0.947820166472222,2
53,15683553,O'Brien,1.4278029038539002,0,0,33,-0.002523514142974041,-1.222549805465863,0.8133836022641172,0,0,0.29272142131454415,0,-90.0,6,0,-1.588077827556042,0,0,-1.4291708514861814,-0.3245260436036968,-1.707521737996327,2,0.4106973870267188,0.7678335648944983,-0.7664682237862243,0.07711283656577426,1,1.2584177812164694,0.24096877725358196,2
55,15569590,Yoo,-0.5163116456369317,1,1,42,-1.3852410302165337,0.35457481059889534,-0.91227458746453,1,0,-1.046770511057566,1,-31.0,9,1,0.12679509214865586,0,0,0.31697976964729924,-0.3245260436036968,0.4907082002392971,2,1.288596430972779,-0.49576332555492053,-0.8809981185447686,-0.8298753728053145,3,-1.2135293388667407,-0.947820166472222,1
56,15760861,Phillipps,-0.3291776248303275,0,1,43,-1.3852410302165337,0.7823576286513884,-0.91227458746453,1,1,0.23062822501178096,0,51.0,8,1,0.34821432748737113,1,1,0.8990299766917927,-0.3245260436036968,0.203982556121607,1,1.288596430972779,1.3294321828720177,0.149770934282131,-1.1537997332949892,3,0.9494243912060681,0.24096877725358196,1
57,15630053,Tsao,0.055486751272136564,0,1,45,-0.002523514142974041,0.8248294386104348,-0.91227458746453,1,0,-0.22715476540105567,0,-39.0,1,0,0.9227262088513617,1,1,1.4810801837362864,-1.5976905077463144,-0.895132412996205,2,0.4106973870267188,-0.49576332555492053,0.6078905133163086,-0.11724177972803049,1,0.6404310011956669,0.24096877725358196,1
58,15647091,Endrizzi,0.7728338310307857,1,1,19,-1.7309204092349235,-0.007419358286578581,-0.91227458746453,0,0,-0.9493242052675029,0,34.0,7,0,1.2079030956804113,0,3,0.8990299766917927,0.9486384205389207,0.2995577708275037,3,0.4106973870267188,-0.004364534824591009,-1.2245878028204018,0.46582206915338376,3,0.3314376111852656,-0.35342569460932,1
59,15623944,T'ien,-1.4519817496699523,2,0,66,-0.34820289316136394,-1.222549805465863,-0.91227458746453,1,0,-1.7146008768144754,1,11.0,6,1,0.07689779967795944,0,3,-1.4291708514861814,-1.5976905077463144,1.2075223105335222,2,-1.345100700865402,0.13603511966978885,0.035241039523586606,1.1784556622306679,1,-1.522522728877142,-1.542214638335124,0
60,15804771,Velazquez,-0.3811592972766064,0,1,51,-0.34820289316136394,-0.5710822497259642,-0.91227458746453,1,1,-0.9291086293217821,0,-53.0,1,0,0.5821078859437605,1,0,0.8990299766917927,0.9486384205389207,-1.2774332718197918,1,-0.4672016569193415,0.06583529242259892,1.0660100923504863,1.5023800227203423,3,0.6404310011956669,-0.947820166472222,2
61,15651280,Hunter,0.949571517348134,1,1,35,-0.002523514142974041,0.9688199675636111,-0.91227458746453,0,0,-0.27237104591639577,0,-40.0,6,0,-1.1441998299521385,1,0,-1.4291708514861814,0.31205618846761196,0.39513298553340037,3,1.288596430972779,-1.3381612525211997,-1.1100579080618573,-1.7368635821764034,0,1.2584177812164694,0.24096877725358196,1
62,15773469,Clark,0.3777731204390659,1,0,27,1.3801940019305856,1.216557461180593,0.8133836022641172,0,0,0.4583513719075778,0,-31.0,9,1,0.12679509214865586,1,1,-0.8471206444416878,0.31205618846761196,1.159734703180574,2,-0.4672016569193415,-1.19776159802682,-1.568177487096035,0.8545313017409932,1,-0.5955425588459381,1.429757720979386,1
63,15702014,Jeffrey,-0.9945430321426978,2,1,33,-1.3852410302165337,-0.3245154017033341,0.8133836022641172,0,0,1.3686520404375213,0,-99.0,1,1,-0.38915677235736457,0,3,-0.8471206444416878,0.31205618846761196,-1.6597341306433786,2,1.288596430972779,1.6804313191079674,-1.2245878028204018,0.7249615575451234,3,-1.2135293388667407,0.24096877725358196,2
64,15751208,Pirozzi,0.34658411697129854,2,1,56,1.0345146229121955,0.03771814827413209,-0.91227458746453,1,1,-0.013242598967207803,0,89.0,2,1,-1.0984606451873336,1,1,0.8990299766917927,-0.3245260436036968,1.6853983840630058,2,-0.4672016569193415,-0.7765626345436802,1.1805399871090307,0.9193161738389282,0,0.3314376111852656,0.24096877725358196,2
65,15592461,Jackson,-0.49551897665842004,1,1,26,-0.34820289316136394,0.5254344660683047,-0.91227458746453,1,1,-0.12737437362950219,0,-69.0,1,1,1.6462369496764595,0,1,1.4810801837362864,-1.5976905077463144,0.6340710222981422,1,-1.345100700865402,-1.3381612525211997,0.7224204080748531,0.5953918133492536,3,-1.2135293388667407,0.835363249116484,2
66,15789484,Hammond,1.0431385277514362,1,0,36,0.34315586487541583,1.4968107530255859,0.8133836022641172,1,1,-1.260084144817464,0,-42.0,4,0,1.556491125024304,1,0,1.4810801837362864,-0.3245260436036968,-0.895132412996205,1,1.288596430972779,1.6102314918607774,0.9514801975919418,0.012327964467839346,0,1.2584177812164694,-0.35342569460932,1
67,15696061,Brownless,-0.7242383354220473,1,0,34,-1.3852410302165337,0.4048099335105536,-0.91227458746453,1,0,0.17878126761009183,0,-26.0,2,0,0.8395640547335343,1,1,0.8990299766917927,1.5852206526102295,-0.03495548064313474,1,-1.345100700865402,0.13603511966978885,0.035241039523586606,1.1784556622306679,1,0.9494243912060681,-0.35342569460932,1
68,15641582,Chibugo,0.8767971759233436,1,1,43,1.7258733809489755,0.749822455766433,0.8133836022641172,1,1,1.679755888264227,0,-10.0,4,0,-1.6043637494041165,1,0,-1.4291708514861814,-0.3245260436036968,0.6340710222981422,1,1.288596430972779,-0.9871621162852501,-0.5374084342691354,0.5306069412513187,3,-1.522522728877142,-0.947820166472222,0
69,15638424,Glauert,0.10746842371841549,1,0,35,-0.002523514142974041,1.1908844395186624,0.8133836022641172,0,1,0.23491593974148042,0,67.0,9,1,0.2414895630361594,1,3,-1.4291708514861814,1.5852206526102295,-1.4207960938786368,2,-1.345100700865402,1.118832701130448,-0.7664682237862243,0.8545313017409932,0,1.5674111712268706,1.429757720979386,1
70,15755648,Pisano,0.2530171065679965,0,0,21,1.0345146229121955,0.35261396721927135,-0.91227458746453,1,0,-1.4263881625946233,0,25.0,2,1,-1.1209837285942452,0,0,0.31697976964729924,0.9486384205389207,-1.2774332718197918,1,-0.4672016569193415,-1.4083610797683896,-0.3083486447520466,-0.7003056286094447,1,-1.522522728877142,-0.947820166472222,0
71,15703793,Konovalova,0.9079861793911109,1,1,58,-1.0395616511981438,0.9189973166873857,4.264699981721412,1,0,-1.2493718196992223,1,-10.0,4,0,-1.6043637494041165,0,1,0.8990299766917927,0.9486384205389207,-0.5606191615255666,3,0.4106973870267188,-0.9169622890380601,-0.8809981185447686,1.113670790132733,0,0.02244422117486435,0.835363249116484,2
72,15620344,McKee,1.6877112660852949,0,1,29,0.34315586487541583,-1.222549805465863,-0.91227458746453,1,0,-1.1522558468591904,0,47.0,6,0,1.0880109901605435,0,0,-0.8471206444416878,0.9486384205389207,0.06061973406276196,2,0.4106973870267188,-0.28516384381335075,0.37883072379921984,-0.24681152392390032,0,0.6404310011956669,1.429757720979386,1
73,15812518,Palermo,0.06588308576139235,2,0,37,-1.7309204092349235,1.3971468772218498,-0.91227458746453,0,1,-0.9738676997951136,0,49.0,5,0,0.5588917845858671,0,0,-0.8471206444416878,-0.9611082756750056,-0.03495548064313474,3,1.288596430972779,-0.2149640165661608,0.149770934282131,-0.24681152392390032,3,1.2584177812164694,-0.947820166472222,1
74,15779052,Ballard,-0.4851226421691643,1,0,25,-0.002523514142974041,1.303854861735667,0.8133836022641172,1,1,-0.7263223133429904,0,33.0,1,1,0.5349826652769917,0,0,1.4810801837362864,-1.5976905077463144,-0.895132412996205,3,-0.4672016569193415,0.6274339104001184,0.149770934282131,1.113670790132733,0,-0.2865491688355369,1.429757720979386,1
75,15770811,Wallace,-1.368811073755906,0,1,36,1.3801940019305856,-1.222549805465863,0.8133836022641172,0,1,0.7902085874690435,0,86.0,7,0,-1.549268822301056,1,3,-1.4291708514861814,-1.5976905077463144,-0.75176959093736,1,1.288596430972779,0.8380333921416881,-0.8809981185447686,0.5306069412513187,0,-1.2135293388667407,0.24096877725358196,1
78,15662085,Read,0.28420611003576385,0,0,32,1.3801940019305856,-1.222549805465863,-0.91227458746453,1,1,0.8362992582588609,0,85.0,8,1,-1.2554292110847327,0,0,0.31697976964729924,-1.5976905077463144,1.0641594884746772,2,1.288596430972779,-1.4083610797683896,-1.1100579080618573,1.1784556622306679,1,1.5674111712268706,0.835363249116484,2
79,15575185,Bushell,1.1055165346869709,2,1,33,-0.002523514142974041,0.014437496441938789,-0.91227458746453,0,1,1.6373999987045054,0,-91.0,6,0,-0.6057248820392066,0,1,1.4810801837362864,0.9486384205389207,-1.181858057113895,2,-0.4672016569193415,-0.6361629800493004,1.295069881867575,1.5671648948182773,0,0.02244422117486435,-0.35342569460932,2
80,15803136,Postle,-2.439633526149252,1,0,41,1.7258733809489755,0.7339648594818461,0.8133836022641172,1,0,-0.032330726625098206,0,-10.0,4,1,-0.10224734065086027,1,0,-0.8471206444416878,-0.3245260436036968,-0.895132412996205,1,1.288596430972779,1.118832701130448,-0.0792888552349578,-1.283369477490859,3,-1.522522728877142,0.24096877725358196,0
82,15663706,Leonard,1.3134432244720866,0,0,32,-1.0395616511981438,-1.222549805465863,-0.91227458746453,1,0,0.6317565038545077,1,34.0,7,0,1.2079030956804113,1,0,-0.8471206444416878,-0.3245260436036968,-0.895132412996205,1,1.288596430972779,-1.05736194353244,1.4095997766261195,1.5023800227203423,1,-0.5955425588459381,0.24096877725358196,1
83,15641732,Mills,-1.119299046013767,0,0,36,-0.6938822721797538,-1.222549805465863,0.8133836022641172,0,0,-1.290346158701859,0,50.0,7,0,1.2716607471707455,1,1,-0.26507043739719427,-0.9611082756750056,-0.13053069534903144,2,-1.345100700865402,-0.7765626345436802,0.7224204080748531,0.7897464296430583,0,-0.5955425588459381,-0.35342569460932,0
84,15701164,Onyeorulu,-1.5039634221162312,0,0,34,-0.34820289316136394,0.22346602669640847,-0.91227458746453,1,1,1.0281751885835122,0,-11.0,2,1,1.0502415118320303,1,1,-0.26507043739719427,-0.9611082756750056,-1.3730084865256884,2,0.4106973870267188,-0.7765626345436802,0.7224204080748531,0.7897464296430583,0,-0.5955425588459381,1.429757720979386,1
85,15738751,Beit,-1.6391157704765564,0,0,46,-0.34820289316136394,-1.222549805465863,0.8133836022641172,1,0,-1.7099965785041085,0,86.0,7,0,0.6735862554733706,0,3,-0.8471206444416878,0.9486384205389207,0.012832126709813612,3,-1.345100700865402,-0.004364534824591009,0.9514801975919418,-0.1820266518259654,1,-1.2135293388667407,-0.947820166472222,1
86,15805254,Ndukaku,0.013901413315113421,2,0,75,1.7258733809489755,-1.222549805465863,0.8133836022641172,1,1,0.2526491453677621,0,-70.0,3,1,0.9507934358661284,1,3,-0.26507043739719427,0.9486384205389207,0.39513298553340037,1,-1.345100700865402,0.978433046636068,-1.568177487096035,-0.7003056286094447,1,0.9494243912060681,-0.35342569460932,0
