CustomerID,NetPromoterScore,SatisfactionSurveyScore,CustomerLoyaltyProgram,RewardPointsBalance,AutoRenewalEnabled,PaymentMethod,PaymentFailures,CustomerSupportTickets,IssueResolutionTime,ComplaintSeverity,RefundRequests,MobileAppUsage,WebPortalUsage,AvgSessionDuration,DeviceType,CompetitorWebsiteVisits,ChurnedFriends,MarketSentimentScore,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15693732.0,190.0,6.0,Yes,180.0,False,Bank Transfer,2.0,10.0,6.0,Low,3.0,490.0,3.0,46.0,Tablet,90,1.0,Neutral,3385.0,Kilgour,775.0,France,Female,37.0,9.0,0.0,2.0,1.0,1.0,6762234.0,0.0
15807340.0,190.0,6.0,Yes,180.0,False,Bank Transfer,0.0,30.0,16.0,Low,1.0,370.0,18.0,46.0,Tablet,100,2.0,Positive,3668.0,ODonnell,525.0,Germany,Male,33.0,4.0,13102376.0,2.0,0.0,0.0,5507293.0,0.0
15656840.0,190.0,6.0,Yes,180.0,True,Credit Card,3.0,50.0,15.0,Medium,1.0,120.0,1.0,30.0,Desktop,30,3.0,Positive,3867.0,Zikoranachukwudimma,547.0,France,Female,29.0,6.0,10445086.0,1.0,1.0,1.0,3716028.0,0.0
15592091.0,190.0,6.0,Yes,180.0,False,Credit Card,1.0,30.0,37.0,High,0.0,300.0,26.0,10.0,Desktop,40,4.0,Negative,4020.0,Belbin,620.0,Spain,Male,31.0,2.0,16683386.0,2.0,1.0,1.0,1351716.0,0.0
15681180.0,190.0,6.0,Yes,180.0,False,Credit Card,5.0,40.0,69.0,Low,0.0,20.0,18.0,34.0,Desktop,40,4.0,Negative,4428.0,Barese,771.0,France,Female,23.0,7.0,15612373.0,1.0,1.0,0.0,7299062.0,0.0
15613816.0,190.0,6.0,Yes,180.0,True,PayPal,5.0,20.0,12.0,Low,2.0,110.0,9.0,43.0,Tablet,90,3.0,Negative,4917.0,Mao,539.0,Spain,Female,39.0,6.0,6205228.0,1.0,0.0,1.0,5975514.0,0.0
15613734.0,190.0,6.0,Yes,180.0,False,PayPal,1.0,0.0,68.0,Medium,3.0,80.0,21.0,21.0,Desktop,20,0.0,Positive,5301.0,Fallaci,640.0,France,Female,33.0,6.0,8471913.0,2.0,1.0,1.0,11304879.0,0.0
15636520.0,190.0,6.0,Yes,180.0,True,Credit Card,5.0,30.0,3.0,Medium,1.0,110.0,16.0,35.0,Desktop,40,5.0,Neutral,5720.0,Milani,692.0,France,Male,27.0,1.0,12554753.0,1.0,0.0,0.0,790046.0,0.0
15640377.0,190.0,6.0,Yes,180.0,False,PayPal,2.0,40.0,3.0,Low,1.0,140.0,20.0,47.0,Desktop,70,1.0,Positive,5779.0,Goloubev,526.0,France,Female,36.0,0.0,0.0,2.0,1.0,0.0,9776763.0,0.0
15710105.0,190.0,6.0,Yes,180.0,False,Bank Transfer,5.0,30.0,49.0,High,3.0,180.0,6.0,22.0,Tablet,00,1.0,Positive,6110.0,Stirling,581.0,Germany,Female,26.0,3.0,10509945.0,1.0,1.0,1.0,1845200.0,0.0
15806407.0,190.0,6.0,Yes,180.0,True,Bank Transfer,0.0,40.0,2.0,Medium,0.0,30.0,29.0,9.0,Desktop,60,3.0,Positive,6140.0,Wilson,652.0,France,Female,37.0,4.0,0.0,2.0,1.0,0.0,14339324.0,0.0
15626135.0,190.0,6.0,Yes,180.0,False,Bank Transfer,4.0,30.0,61.0,Low,1.0,250.0,0.0,9.0,Mobile,00,3.0,Positive,6615.0,Combes,689.0,France,Male,34.0,1.0,16531227.0,1.0,1.0,0.0,15549563.0,0.0
15694677.0,190.0,6.0,Yes,180.0,True,Credit Card,1.0,10.0,57.0,High,2.0,450.0,26.0,58.0,Tablet,20,1.0,Neutral,7405.0,Bennetts,733.0,France,Male,39.0,1.0,0.0,2.0,1.0,1.0,14184131.0,0.0
15700549.0,190.0,6.0,Yes,180.0,False,Credit Card,1.0,0.0,14.0,Low,0.0,240.0,29.0,51.0,Desktop,90,0.0,Positive,7442.0,Alvares,721.0,France,Male,54.0,5.0,0.0,2.0,1.0,1.0,449312.0,0.0
15778884.0,190.0,6.0,Yes,180.0,False,PayPal,0.0,50.0,68.0,Medium,0.0,40.0,29.0,7.0,Tablet,100,5.0,Neutral,7962.0,Jamieson,809.0,France,Female,38.0,2.0,15476321.0,2.0,1.0,1.0,17480031.0,0.0
15712608.0,190.0,6.0,Yes,180.0,True,PayPal,5.0,50.0,59.0,Low,1.0,440.0,7.0,27.0,Tablet,60,1.0,Negative,8269.0,Costa,787.0,Germany,Female,42.0,2.0,7448397.0,2.0,0.0,1.0,4427391.0,0.0
15762172.0,190.0,6.0,Yes,180.0,True,PayPal,5.0,30.0,60.0,Medium,1.0,110.0,9.0,43.0,Tablet,80,3.0,Neutral,8303.0,Kerr,850.0,France,Female,39.0,2.0,0.0,2.0,1.0,0.0,17945142.0,0.0
15643770.0,190.0,6.0,Yes,180.0,False,PayPal,3.0,40.0,48.0,Low,0.0,30.0,20.0,45.0,Mobile,50,1.0,Negative,9208.0,Yu,682.0,France,Female,52.0,5.0,11267048.0,1.0,1.0,0.0,2108517.0,0.0
15679804.0,190.0,6.0,Yes,180.0,True,PayPal,1.0,30.0,7.0,High,3.0,50.0,9.0,36.0,Desktop,70,5.0,Neutral,9292.0,Esquivel,636.0,France,Male,36.0,5.0,11755905.0,2.0,1.0,1.0,1115733.0,0.0
15728885.0,190.0,6.0,Yes,180.0,True,Bank Transfer,5.0,30.0,1.0,Low,3.0,200.0,2.0,43.0,Mobile,100,0.0,Negative,9508.0,Defalco,808.0,France,Male,41.0,0.0,0.0,1.0,1.0,1.0,7988878.0,0.0
15662698.0,190.0,6.0,Yes,180.0,False,Bank Transfer,0.0,30.0,37.0,High,0.0,250.0,24.0,45.0,Mobile,90,3.0,Positive,9757.0,Ko,648.0,Spain,Female,43.0,7.0,8115382.0,1.0,1.0,1.0,14453285.0,0.0
15659327.0,190.0,6.0,Yes,180.0,True,Credit Card,1.0,20.0,28.0,High,2.0,220.0,4.0,45.0,Desktop,80,3.0,Negative,9771.0,Moffitt,520.0,France,Male,49.0,5.0,12119764.0,1.0,1.0,0.0,7257733.0,0.0
15698462.0,190.0,6.0,Yes,180.0,True,Bank Transfer,4.0,20.0,41.0,High,3.0,420.0,28.0,8.0,Tablet,50,2.0,Negative,9774.0,Chiu,532.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,13279878.0,0.0
15599956.0,280.0,9.0,Yes,342.0,False,Bank Transfer,5.0,40.0,38.0,Low,2.0,440.0,3.0,27.0,Tablet,40,5.0,Neutral,1507.0,Payne,747.0,France,Male,27.0,10.0,0.0,2.0,0.0,0.0,1300789.0,0.0
15794014.0,280.0,9.0,Yes,342.0,True,PayPal,4.0,30.0,16.0,Medium,1.0,210.0,4.0,49.0,Desktop,10,0.0,Neutral,1537.0,Schofield,838.0,France,Female,34.0,8.0,0.0,2.0,1.0,0.0,2747207.0,0.0
15742638.0,280.0,9.0,Yes,342.0,False,PayPal,5.0,0.0,28.0,Medium,3.0,500.0,12.0,57.0,Tablet,60,1.0,Negative,1742.0,Wang,747.0,France,Female,25.0,4.0,0.0,2.0,0.0,1.0,4203967.0,0.0
15596397.0,280.0,9.0,Yes,342.0,False,PayPal,0.0,40.0,69.0,High,1.0,100.0,23.0,58.0,Mobile,80,0.0,Negative,1768.0,Kelly,814.0,France,Female,48.0,7.0,0.0,2.0,1.0,1.0,13287015.0,0.0
15725355.0,280.0,9.0,Yes,342.0,False,PayPal,2.0,30.0,9.0,Low,1.0,310.0,12.0,53.0,Tablet,70,5.0,Neutral,1789.0,Morey,439.0,France,Female,43.0,8.0,0.0,1.0,0.0,1.0,1048893.0,0.0
15746190.0,280.0,9.0,Yes,342.0,False,Credit Card,0.0,20.0,53.0,Medium,2.0,20.0,20.0,51.0,Mobile,00,3.0,Neutral,2031.0,Payton,624.0,Spain,Female,28.0,2.0,0.0,2.0,0.0,1.0,10435326.0,0.0
15724443.0,280.0,9.0,Yes,342.0,False,Credit Card,0.0,20.0,55.0,Medium,2.0,120.0,1.0,30.0,Desktop,70,0.0,Negative,2063.0,Taylor,703.0,Germany,Female,29.0,3.0,12208463.0,1.0,0.0,1.0,8282408.0,0.0
15675422.0,280.0,9.0,Yes,342.0,True,Credit Card,2.0,20.0,19.0,Medium,0.0,20.0,8.0,31.0,Mobile,90,4.0,Neutral,2723.0,Conway,544.0,France,Female,32.0,9.0,11072839.0,1.0,1.0,1.0,1455962.0,0.0
15578006.0,280.0,9.0,Yes,342.0,False,Credit Card,3.0,40.0,12.0,Low,1.0,340.0,17.0,54.0,Mobile,100,4.0,Positive,3034.0,Yao,787.0,France,Female,37.0,10.0,0.0,2.0,1.0,1.0,11653796.0,0.0
15644296.0,280.0,9.0,Yes,342.0,False,PayPal,1.0,20.0,11.0,Medium,3.0,130.0,5.0,28.0,Mobile,30,5.0,Neutral,3073.0,Scott,740.0,France,Female,30.0,8.0,10520954.0,1.0,1.0,0.0,185258.0,0.0
15681327.0,280.0,9.0,Yes,342.0,True,Bank Transfer,3.0,30.0,65.0,High,0.0,340.0,16.0,58.0,Mobile,10,3.0,Negative,3322.0,Akhtar,682.0,France,Male,30.0,9.0,0.0,2.0,1.0,1.0,205342.0,0.0
15652192.0,280.0,9.0,Yes,342.0,False,Bank Transfer,2.0,10.0,33.0,Medium,3.0,370.0,6.0,43.0,Desktop,60,3.0,Negative,3363.0,Traeger,759.0,France,Female,33.0,9.0,16054136.0,2.0,0.0,0.0,9354114.0,0.0
15588461.0,280.0,9.0,Yes,342.0,True,PayPal,1.0,50.0,59.0,Low,1.0,10.0,23.0,54.0,Tablet,30,5.0,Positive,3583.0,Cremonesi,686.0,France,Male,35.0,4.0,0.0,1.0,1.0,0.0,881637.0,0.0
15656454.0,280.0,9.0,Yes,342.0,True,Credit Card,1.0,10.0,62.0,Low,3.0,200.0,2.0,43.0,Mobile,100,4.0,Positive,4007.0,Le Gallienne,654.0,France,Male,37.0,6.0,8356855.0,1.0,1.0,0.0,4704672.0,0.0
15767129.0,280.0,9.0,Yes,342.0,False,PayPal,1.0,20.0,41.0,High,3.0,140.0,23.0,44.0,Tablet,100,0.0,Positive,4056.0,Munz,452.0,France,Female,60.0,6.0,12173049.0,1.0,1.0,1.0,14296329.0,0.0
15613017.0,280.0,9.0,Yes,342.0,True,Bank Transfer,0.0,40.0,3.0,Low,1.0,280.0,10.0,8.0,Mobile,30,5.0,Neutral,4541.0,McMillan,586.0,Germany,Male,32.0,1.0,14981454.0,1.0,1.0,0.0,3183006.0,0.0
15589666.0,280.0,9.0,Yes,342.0,True,Bank Transfer,1.0,30.0,16.0,Low,1.0,130.0,5.0,22.0,Desktop,10,3.0,Positive,4585.0,Sorokina,595.0,France,Female,39.0,9.0,13642241.0,1.0,1.0,1.0,15175781.0,0.0
15719858.0,280.0,9.0,Yes,342.0,True,Credit Card,4.0,0.0,69.0,Medium,3.0,170.0,26.0,59.0,Tablet,100,0.0,Negative,4767.0,Chao,659.0,Spain,Female,38.0,9.0,0.0,2.0,1.0,1.0,3570106.0,0.0
15711843.0,280.0,9.0,Yes,342.0,False,Credit Card,4.0,50.0,56.0,High,0.0,210.0,4.0,49.0,Desktop,40,4.0,Neutral,4780.0,Pisani,613.0,Germany,Male,40.0,1.0,14785682.0,3.0,0.0,0.0,10796111.0,0.0
15566269.0,280.0,9.0,Yes,342.0,False,Bank Transfer,1.0,30.0,2.0,Low,3.0,210.0,4.0,49.0,Desktop,00,0.0,Positive,5345.0,Chialuka,787.0,France,Male,25.0,5.0,0.0,2.0,1.0,0.0,473079.0,0.0
15663410.0,280.0,9.0,Yes,342.0,True,PayPal,5.0,50.0,33.0,Low,3.0,380.0,14.0,39.0,Tablet,100,0.0,Negative,5364.0,Piccio,771.0,Spain,Male,51.0,5.0,13550658.0,3.0,1.0,1.0,15247964.0,0.0
15745326.0,280.0,9.0,Yes,342.0,False,Credit Card,1.0,30.0,37.0,Low,1.0,370.0,29.0,5.0,Mobile,80,3.0,Neutral,5369.0,Carandini,538.0,France,Female,62.0,3.0,7505149.0,1.0,0.0,0.0,1768202.0,0.0
15568885.0,280.0,9.0,Yes,342.0,True,Credit Card,4.0,10.0,63.0,High,2.0,350.0,19.0,35.0,Desktop,50,2.0,Positive,5741.0,Scott,620.0,Germany,Female,34.0,8.0,10225157.0,1.0,1.0,0.0,12067209.0,0.0
15795186.0,280.0,9.0,Yes,342.0,True,PayPal,2.0,20.0,56.0,High,3.0,160.0,24.0,21.0,Tablet,100,3.0,Negative,5793.0,Leonard,562.0,France,Male,38.0,5.0,0.0,1.0,1.0,0.0,1157002.0,0.0
15579714.0,280.0,9.0,Yes,342.0,True,Bank Transfer,3.0,40.0,25.0,Medium,2.0,0.0,5.0,51.0,Mobile,40,5.0,Neutral,5970.0,Pan,542.0,France,Female,29.0,7.0,0.0,2.0,0.0,1.0,19665172.0,0.0
15776096.0,280.0,9.0,Yes,342.0,False,Bank Transfer,5.0,10.0,69.0,Medium,3.0,440.0,15.0,17.0,Tablet,20,0.0,Neutral,6793.0,Halpern,606.0,Spain,Male,34.0,3.0,16157224.0,1.0,0.0,1.0,19107622.0,0.0
15806134.0,280.0,9.0,Yes,342.0,True,Credit Card,4.0,30.0,30.0,Medium,0.0,460.0,0.0,24.0,Mobile,00,3.0,Neutral,6829.0,Storey,707.0,Germany,Male,34.0,9.0,16269116.0,2.0,1.0,0.0,9491278.0,0.0
15811742.0,280.0,9.0,Yes,342.0,False,Bank Transfer,3.0,30.0,59.0,Medium,0.0,210.0,10.0,45.0,Desktop,90,2.0,Negative,7348.0,Jen,553.0,Spain,Male,42.0,7.0,0.0,2.0,1.0,0.0,768023.0,0.0
15684395.0,280.0,9.0,Yes,342.0,True,Credit Card,4.0,0.0,68.0,Medium,3.0,230.0,6.0,18.0,Desktop,90,0.0,Positive,8365.0,Enderby,446.0,Spain,Female,45.0,10.0,12519169.0,1.0,1.0,1.0,12826086.0,0.0
15668009.0,280.0,9.0,Yes,342.0,False,PayPal,1.0,0.0,28.0,Medium,3.0,390.0,1.0,35.0,Mobile,90,4.0,Positive,8859.0,Hendley,747.0,Spain,Male,37.0,1.0,0.0,2.0,0.0,1.0,18055176.0,0.0
15740868.0,280.0,9.0,Yes,342.0,False,Credit Card,5.0,40.0,22.0,High,3.0,430.0,3.0,15.0,Tablet,50,2.0,Positive,9296.0,Pirogova,658.0,Germany,Female,45.0,9.0,1345628.0,1.0,1.0,1.0,15926867.0,0.0
15772604.0,280.0,9.0,Yes,342.0,False,PayPal,5.0,30.0,25.0,High,2.0,250.0,22.0,32.0,Mobile,30,4.0,Positive,9550.0,Chiemezie,578.0,Spain,Male,36.0,1.0,15726795.0,2.0,1.0,0.0,14153319.0,0.0
15720924.0,280.0,9.0,Yes,342.0,False,PayPal,4.0,10.0,8.0,Low,2.0,140.0,24.0,49.0,Desktop,70,2.0,Negative,9677.0,Chijioke,585.0,France,Female,34.0,1.0,0.0,1.0,1.0,1.0,755036.0,0.0
15574523.0,280.0,9.0,Yes,342.0,True,PayPal,2.0,20.0,58.0,High,3.0,280.0,21.0,51.0,Desktop,30,4.0,Negative,9829.0,Cheng,576.0,France,Male,39.0,1.0,0.0,2.0,1.0,1.0,6881423.0,0.0
15599090.0,510.0,9.0,No,417.0,False,Crypto,1.0,0.0,18.0,Critical,2.0,240.0,28.0,54.0,Smartwatch,00,5.0,Positive,4140.0,McKelvey,564.0,Germany,Male,40.0,7.0,10840734.0,1.0,1.0,1.0,836812.0,0.0
15694506.0,90.0,5.0,No,529.0,False,Bank Transfer,5.0,40.0,28.0,High,0.0,390.0,0.0,24.0,Mobile,20,0.0,Positive,373.0,Briggs,611.0,Germany,Male,31.0,0.0,10788481.0,2.0,1.0,1.0,18348798.0,0.0
15637476.0,90.0,5.0,No,529.0,False,Bank Transfer,0.0,30.0,40.0,High,1.0,230.0,6.0,18.0,Desktop,60,3.0,Negative,599.0,Alexandrova,683.0,Germany,Female,57.0,5.0,16244869.0,1.0,0.0,0.0,922178.0,0.0
15607170.0,90.0,5.0,No,529.0,True,PayPal,1.0,30.0,55.0,High,3.0,410.0,7.0,31.0,Mobile,60,2.0,Negative,609.0,Boyle,699.0,France,Male,35.0,5.0,0.0,2.0,1.0,1.0,7839724.0,0.0
15643696.0,90.0,5.0,No,529.0,False,PayPal,3.0,0.0,62.0,Low,0.0,140.0,23.0,44.0,Tablet,40,4.0,Negative,792.0,Young,611.0,France,Male,49.0,3.0,0.0,2.0,1.0,1.0,14291754.0,0.0
15768201.0,90.0,5.0,No,529.0,False,PayPal,1.0,40.0,14.0,High,3.0,250.0,22.0,32.0,Mobile,40,4.0,Neutral,1101.0,Paterson,850.0,France,Female,39.0,2.0,14858664.0,1.0,1.0,1.0,17679127.0,0.0
15584364.0,90.0,5.0,No,529.0,True,PayPal,1.0,40.0,45.0,High,0.0,140.0,20.0,47.0,Desktop,70,2.0,Negative,1550.0,Trentini,652.0,France,Male,48.0,4.0,5948631.0,1.0,1.0,0.0,16394418.0,0.0
15574947.0,90.0,5.0,No,529.0,True,Bank Transfer,2.0,20.0,19.0,Medium,0.0,100.0,26.0,58.0,Mobile,00,3.0,Positive,1869.0,Cartwright,656.0,France,Male,36.0,8.0,9778608.0,2.0,0.0,1.0,2147836.0,0.0
15621893.0,90.0,5.0,No,529.0,False,Bank Transfer,3.0,10.0,16.0,Medium,2.0,40.0,29.0,7.0,Tablet,70,3.0,Negative,2137.0,Bellucci,727.0,France,Male,18.0,4.0,13355067.0,1.0,1.0,1.0,4694141.0,0.0
15730397.0,90.0,5.0,No,529.0,True,PayPal,1.0,50.0,36.0,High,0.0,280.0,7.0,12.0,Mobile,70,0.0,Neutral,2186.0,Narelle,739.0,Spain,Male,40.0,1.0,10968161.0,1.0,1.0,1.0,1933213.0,0.0
15667620.0,90.0,5.0,No,529.0,False,PayPal,5.0,10.0,8.0,Low,2.0,310.0,20.0,46.0,Mobile,60,2.0,Positive,2278.0,Dreyer,732.0,France,Female,43.0,6.0,0.0,2.0,1.0,0.0,6573153.0,0.0
15631838.0,90.0,5.0,No,529.0,False,PayPal,0.0,20.0,9.0,High,1.0,100.0,23.0,54.0,Desktop,50,5.0,Positive,2534.0,Findlay,606.0,France,Male,61.0,5.0,10816609.0,2.0,0.0,1.0,864321.0,0.0
15593014.0,90.0,5.0,No,529.0,True,Bank Transfer,1.0,0.0,34.0,Medium,1.0,320.0,24.0,53.0,Desktop,10,5.0,Negative,3000.0,Evseyev,525.0,France,Male,33.0,1.0,11283335.0,1.0,0.0,1.0,17517856.0,0.0
15660541.0,90.0,5.0,No,529.0,False,Bank Transfer,0.0,30.0,40.0,High,3.0,280.0,10.0,8.0,Mobile,20,0.0,Neutral,3135.0,Olisanugo,694.0,France,Male,34.0,5.0,12790003.0,1.0,1.0,0.0,1017378.0,0.0
15651823.0,90.0,5.0,No,529.0,False,PayPal,2.0,20.0,40.0,Medium,1.0,250.0,22.0,52.0,Desktop,00,5.0,Positive,3557.0,Nkemjika,590.0,France,Female,60.0,6.0,14775175.0,1.0,1.0,0.0,8820604.0,0.0
15602797.0,90.0,5.0,No,529.0,False,PayPal,1.0,40.0,15.0,Low,3.0,160.0,25.0,59.0,Desktop,100,0.0,Negative,3837.0,Okwudilichukwu,645.0,Spain,Female,49.0,5.0,11013255.0,3.0,0.0,1.0,18768991.0,0.0
15568328.0,90.0,5.0,No,529.0,False,Credit Card,1.0,50.0,51.0,High,0.0,250.0,22.0,32.0,Mobile,60,2.0,Negative,3883.0,Black,488.0,France,Female,22.0,6.0,0.0,2.0,1.0,1.0,6639389.0,0.0
15677052.0,90.0,5.0,No,529.0,True,PayPal,3.0,0.0,12.0,Medium,3.0,120.0,1.0,30.0,Desktop,70,3.0,Negative,4006.0,Ko,589.0,France,Female,59.0,2.0,0.0,2.0,1.0,1.0,12616024.0,0.0
15792607.0,90.0,5.0,No,529.0,True,Bank Transfer,5.0,30.0,9.0,Low,1.0,310.0,12.0,53.0,Tablet,20,2.0,Positive,4036.0,Little,769.0,France,Female,38.0,2.0,0.0,2.0,0.0,0.0,7557867.0,0.0
15610105.0,90.0,5.0,No,529.0,False,Credit Card,1.0,10.0,19.0,High,1.0,340.0,17.0,54.0,Mobile,20,5.0,Neutral,4121.0,Shen,666.0,Germany,Female,21.0,1.0,12182743.0,2.0,1.0,1.0,9981831.0,0.0
15680001.0,90.0,5.0,No,529.0,False,Credit Card,5.0,30.0,8.0,Medium,0.0,330.0,23.0,35.0,Desktop,10,0.0,Neutral,4299.0,McDonald,602.0,France,Male,38.0,7.0,11183594.0,2.0,1.0,0.0,12438961.0,0.0
15718216.0,90.0,5.0,No,529.0,False,PayPal,4.0,30.0,40.0,High,1.0,270.0,5.0,14.0,Tablet,40,4.0,Negative,5225.0,FleetwoodSmith,803.0,Spain,Male,43.0,3.0,0.0,1.0,1.0,0.0,7205144.0,0.0
15693162.0,90.0,5.0,No,529.0,False,Credit Card,5.0,30.0,7.0,High,3.0,310.0,20.0,46.0,Mobile,20,1.0,Neutral,5463.0,Higgins,694.0,France,Female,29.0,5.0,9971387.0,1.0,0.0,0.0,11231789.0,0.0
15782993.0,90.0,5.0,No,529.0,False,PayPal,1.0,30.0,20.0,Low,3.0,260.0,0.0,60.0,Mobile,60,2.0,Neutral,5526.0,Pan,624.0,France,Male,51.0,10.0,12340143.0,2.0,1.0,1.0,12782525.0,0.0
15811947.0,90.0,5.0,No,529.0,True,Bank Transfer,3.0,30.0,20.0,Low,3.0,0.0,14.0,29.0,Desktop,60,1.0,Positive,5955.0,Gordon,850.0,France,Male,33.0,0.0,12478167.0,1.0,0.0,1.0,3370052.0,0.0
15720463.0,90.0,5.0,No,529.0,True,PayPal,2.0,40.0,20.0,Low,1.0,160.0,8.0,20.0,Mobile,90,4.0,Neutral,6101.0,Ho,796.0,France,Male,30.0,2.0,13726271.0,2.0,1.0,0.0,6290529.0,0.0
15776725.0,90.0,5.0,No,529.0,False,Bank Transfer,3.0,0.0,56.0,High,3.0,290.0,8.0,30.0,Mobile,00,1.0,Positive,6569.0,Kerr,724.0,Germany,Male,54.0,8.0,17219249.0,1.0,1.0,1.0,13690201.0,0.0
15655658.0,90.0,5.0,No,529.0,True,PayPal,1.0,0.0,52.0,High,1.0,110.0,9.0,43.0,Tablet,100,4.0,Positive,7041.0,Bulgakov,678.0,France,Female,48.0,2.0,0.0,2.0,1.0,1.0,3230188.0,0.0
15725776.0,90.0,5.0,No,529.0,True,Credit Card,1.0,40.0,23.0,Low,2.0,400.0,1.0,50.0,Mobile,70,4.0,Positive,7078.0,Lazar,649.0,Germany,Male,24.0,7.0,10119523.0,1.0,0.0,0.0,13309132.0,0.0
15649183.0,90.0,5.0,No,529.0,True,Bank Transfer,5.0,40.0,56.0,Low,0.0,320.0,18.0,33.0,Desktop,60,5.0,Negative,7367.0,Johnston,598.0,Spain,Female,35.0,8.0,0.0,3.0,0.0,1.0,8865873.0,0.0
15641860.0,90.0,5.0,No,529.0,True,Credit Card,3.0,30.0,63.0,Low,0.0,220.0,16.0,47.0,Tablet,40,0.0,Negative,7761.0,Bradley,764.0,Germany,Male,34.0,6.0,10876027.0,2.0,1.0,0.0,16632479.0,0.0
15750410.0,90.0,5.0,No,529.0,True,PayPal,1.0,50.0,24.0,High,2.0,500.0,17.0,12.0,Desktop,70,2.0,Neutral,7807.0,Jordan,680.0,France,Female,25.0,4.0,1238165.0,1.0,1.0,1.0,9016235.0,0.0
15578141.0,90.0,5.0,No,529.0,False,Bank Transfer,2.0,50.0,44.0,Medium,1.0,200.0,25.0,53.0,Mobile,50,0.0,Neutral,8031.0,Chien,592.0,Spain,Male,38.0,3.0,0.0,1.0,1.0,1.0,1290589.0,0.0
15736146.0,90.0,5.0,No,529.0,False,PayPal,1.0,10.0,62.0,High,0.0,20.0,20.0,51.0,Mobile,90,3.0,Neutral,8085.0,Afamefula,608.0,Germany,Male,28.0,4.0,9667971.0,1.0,1.0,1.0,4913345.0,0.0
